what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480107891761
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1480107891944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480107892227
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480107895383
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480107898999
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480107899295
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480107904532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480107919316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480107935928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480107938782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108001291
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480108002171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108003970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108005041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108006581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108006693
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480108007992
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1480108008611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108008965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108010557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108017561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108018532
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1480108018539
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480108021136
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480108021457
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480108026526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108035327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108170447
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480108175001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108176782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108179013
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1480108181219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108181521
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108184446
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480108187973
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480108188189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108190670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108192878
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480108193150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108199904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108289744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108290182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108291545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108293207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108299846
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480108300673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108302993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108305166
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1480108305972
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108306261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108308573
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480108312695
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480108312920
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480108317925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108327897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108484868
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480108485889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108488394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108490618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108494075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480108495410
