what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480104853057
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480104853319
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480104858874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104883920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104935837
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104944431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105455087
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480105456659
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480105458276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105460196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105462294
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480105463019
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1480105463209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105463497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105466575
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480105477247
error,log,,,"Unable to validate connection settings.",1480105477313
error,log,,,"Unable to validate connection settings.",1480105477315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105477338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105481169
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480105482117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105484787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105495420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105497494
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105579389
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480105580372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105582396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105584527
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480105584913
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1480105585551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105585836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105588080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105589799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105593259
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480105595596
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480105595870
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480105601142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105616595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105696099
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480105697071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105699259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105701272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105703405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105706462
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480105708910
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480105709227
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480105714214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105731946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105733961
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480105734004
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480105737107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105743135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480105744360
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480105747754
