what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1480030069872
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1480030069872
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1480030069872
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1480030069873
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1480030069874
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1480030069874
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1480030069874
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1480030069875
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1480030069875
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1480030069876
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1480030069877
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1480030069878
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1480030069880
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1480030069880
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1480030069881
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1480030069882
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1480030069882
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1480030069882
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1480030069883
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1480030069883
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1480030069883
os,sysinfo,,,"win32",1480030069886
arch,sysinfo,,,"x86",1480030069886
ws,sysinfo,,,"win32",1480030069886
locale,sysinfo,,,"en_US",1480030069886
processors,sysinfo,,,"8",1480030069886
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1480030069886
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1480030069886
java.specification.name,sysinfo,,,"Java Platform API Specification",1480030069886
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1480030069886
java.specification.version,sysinfo,,,"1.6",1480030069886
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1480030069886
java.version,sysinfo,,,"1.6.0_23",1480030069886
java.vm.info,sysinfo,,,"mixed mode",1480030069886
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1480030069886
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1480030069886
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1480030069886
java.vm.specification.version,sysinfo,,,"1.0",1480030069886
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1480030069886
java.vm.version,sysinfo,,,"19.0-b09",1480030069886
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1480030069957
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480030072870
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1480030074751
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480030075176
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480030077833
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1480030078322
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1480030078356
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1480030080428
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1480030080434
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1480030080435
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1480030080436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480030080488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480030081681
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1480030084220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480030084515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480030084614
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1480030096410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480030096995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480030101179
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480030139623
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1480030142488
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1480030142488
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1480030142493
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1480030143417
