what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480047758075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480047767428
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480047768428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480047769719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480047835646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480047837482
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480047839077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480047839320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480047847149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480047847566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048046552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048046998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048051333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048051601
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048051700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048052047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048052709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048052867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048053471
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048053646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048084729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048084957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048113044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048114186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048279319
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480048282069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048283802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048286015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048288068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048297480
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1480048298119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048298487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048302274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048307490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480048322332
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1480048322344
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480048324934
